,host_country,game_year,event,medal_type,athlete_country
7984,federal republic of germany,1972,"wrestling - welterweight, greco-roman (≤74 kilograms) men",bronze,sweden
7985,federal republic of germany,1972,"wrestling - light-flyweight, greco-roman (≤48 kilograms) men",gold,romania
7986,federal republic of germany,1972,"wrestling - light-flyweight, greco-roman (≤48 kilograms) men",silver,iran
7987,federal republic of germany,1972,"wrestling - light-flyweight, greco-roman (≤48 kilograms) men",bronze,bulgaria
7988,federal republic of germany,1972,"wrestling - flyweight, freestyle (≤52 kilograms) men",gold,japan
7989,federal republic of germany,1972,"wrestling - flyweight, freestyle (≤52 kilograms) men",silver,soviet union
7990,federal republic of germany,1972,"wrestling - flyweight, freestyle (≤52 kilograms) men",bronze,north korea
7991,federal republic of germany,1972,"wrestling - lightweight, greco-roman (≤68 kilograms) men",gold,soviet union
7992,federal republic of germany,1972,"wrestling - lightweight, greco-roman (≤68 kilograms) men",silver,bulgaria
7993,federal republic of germany,1972,"wrestling - lightweight, greco-roman (≤68 kilograms) men",bronze,italy
7994,federal republic of germany,1972,"wrestling - light-flyweight, freestyle (≤48 kilograms) men",gold,soviet union
7995,federal republic of germany,1972,"wrestling - light-flyweight, freestyle (≤48 kilograms) men",silver,bulgaria
7996,federal republic of germany,1972,"wrestling - light-flyweight, freestyle (≤48 kilograms) men",bronze,iran
7997,federal republic of germany,1972,"wrestling - lightweight, freestyle (≤68 kilograms) men",gold,usa
7998,federal republic of germany,1972,"wrestling - lightweight, freestyle (≤68 kilograms) men",silver,japan
7999,federal republic of germany,1972,"wrestling - lightweight, freestyle (≤68 kilograms) men",bronze,soviet union
8000,federal republic of germany,1972,"wrestling - middleweight, freestyle (≤82 kilograms) men",gold,soviet union
8001,federal republic of germany,1972,"wrestling - middleweight, freestyle (≤82 kilograms) men",silver,usa
8002,federal republic of germany,1972,"wrestling - middleweight, freestyle (≤82 kilograms) men",bronze,romania
8003,federal republic of germany,1972,"wrestling - middleweight, greco-roman (≤82 kilograms) men",gold,hungary
8004,federal republic of germany,1972,"wrestling - middleweight, greco-roman (≤82 kilograms) men",silver,soviet union
8005,federal republic of germany,1972,"wrestling - middleweight, greco-roman (≤82 kilograms) men",bronze,yugoslavia
8006,federal republic of germany,1972,"wrestling - bantamweight, freestyle (≤57 kilograms) men",gold,japan
8007,federal republic of germany,1972,"wrestling - bantamweight, freestyle (≤57 kilograms) men",silver,usa
8008,federal republic of germany,1972,"wrestling - bantamweight, freestyle (≤57 kilograms) men",bronze,hungary
8009,federal republic of germany,1972,canoe slalom - c1 canoe single men,gold,german democratic republic (germany)
8010,federal republic of germany,1972,canoe slalom - c1 canoe single men,silver,federal republic of germany
8011,federal republic of germany,1972,canoe slalom - c1 canoe single men,bronze,usa
8012,federal republic of germany,1972,canoe slalom - k1 kayak single women,gold,german democratic republic (germany)
8013,federal republic of germany,1972,canoe slalom - k1 kayak single women,silver,federal republic of germany
8014,federal republic of germany,1972,canoe slalom - k1 kayak single women,bronze,federal republic of germany
8015,federal republic of germany,1972,canoe slalom - k1 kayak single men,gold,german democratic republic (germany)
8016,federal republic of germany,1972,canoe slalom - k1 kayak single men,silver,austria
8017,federal republic of germany,1972,canoe slalom - k1 kayak single men,bronze,german democratic republic (germany)
8018,federal republic of germany,1972,diving - 3m springboard women,gold,usa
8019,federal republic of germany,1972,diving - 3m springboard women,silver,sweden
8020,federal republic of germany,1972,diving - 3m springboard women,bronze,german democratic republic (germany)
8021,federal republic of germany,1972,diving - 10m platform men,gold,italy
8022,federal republic of germany,1972,diving - 10m platform men,silver,usa
8023,federal republic of germany,1972,diving - 10m platform men,bronze,italy
8024,federal republic of germany,1972,diving - 10m platform women,gold,sweden
8025,federal republic of germany,1972,diving - 10m platform women,silver,czechoslovakia
8026,federal republic of germany,1972,diving - 10m platform women,bronze,german democratic republic (germany)
8027,federal republic of germany,1972,diving - 3m springboard men,gold,soviet union
8028,federal republic of germany,1972,diving - 3m springboard men,silver,italy
8029,federal republic of germany,1972,diving - 3m springboard men,bronze,usa
8030,mexico,1968,diving - 10m platform women,gold,czechoslovakia
8031,mexico,1968,diving - 10m platform women,silver,soviet union
8032,mexico,1968,diving - 10m platform women,bronze,usa
8033,mexico,1968,diving - 3m springboard men,gold,usa
8034,mexico,1968,diving - 3m springboard men,silver,italy
8035,mexico,1968,diving - 3m springboard men,bronze,usa
8036,mexico,1968,diving - 10m platform men,gold,italy
8037,mexico,1968,diving - 10m platform men,silver,mexico
8038,mexico,1968,diving - 10m platform men,bronze,usa
8039,mexico,1968,diving - 3m springboard women,gold,usa
8040,mexico,1968,diving - 3m springboard women,silver,soviet union
8041,mexico,1968,diving - 3m springboard women,bronze,usa
8042,mexico,1968,"wrestling - welterweight, greco-roman (≤78 kilograms) men",gold,german democratic republic (germany)
8043,mexico,1968,"wrestling - welterweight, greco-roman (≤78 kilograms) men",silver,france
8044,mexico,1968,"wrestling - welterweight, greco-roman (≤78 kilograms) men",bronze,hungary
8045,mexico,1968,"wrestling - light-heavyweight, freestyle (≤97 kilograms) men",gold,turkey
8046,mexico,1968,"wrestling - light-heavyweight, freestyle (≤97 kilograms) men",silver,soviet union
8047,mexico,1968,"wrestling - light-heavyweight, freestyle (≤97 kilograms) men",bronze,hungary
8048,mexico,1968,"wrestling - welterweight, freestyle (≤78 kilograms) men",gold,turkey
8049,mexico,1968,"wrestling - welterweight, freestyle (≤78 kilograms) men",silver,france
8050,mexico,1968,"wrestling - welterweight, freestyle (≤78 kilograms) men",bronze,mongolia
8051,mexico,1968,"wrestling - featherweight, greco-roman (≤63 kilograms) men",gold,soviet union
8052,mexico,1968,"wrestling - featherweight, greco-roman (≤63 kilograms) men",silver,japan
8053,mexico,1968,"wrestling - featherweight, greco-roman (≤63 kilograms) men",bronze,romania
8054,mexico,1968,"wrestling - light-heavyweight, greco-roman (≤97 kilograms) men",gold,bulgaria
8055,mexico,1968,"wrestling - light-heavyweight, greco-roman (≤97 kilograms) men",silver,soviet union
8056,mexico,1968,"wrestling - light-heavyweight, greco-roman (≤97 kilograms) men",bronze,romania
8057,mexico,1968,"wrestling - heavyweight, freestyle (>97 kilograms) men",gold,soviet union
8058,mexico,1968,"wrestling - heavyweight, freestyle (>97 kilograms) men",silver,bulgaria
8059,mexico,1968,"wrestling - heavyweight, freestyle (>97 kilograms) men",bronze,federal republic of germany
8060,mexico,1968,"wrestling - bantamweight, freestyle (≤57 kilograms) men",gold,japan
8061,mexico,1968,"wrestling - bantamweight, freestyle (≤57 kilograms) men",silver,usa
8062,mexico,1968,"wrestling - bantamweight, freestyle (≤57 kilograms) men",bronze,iran
8063,mexico,1968,"wrestling - lightweight, freestyle (≤70 kilograms) men",gold,iran
8064,mexico,1968,"wrestling - lightweight, freestyle (≤70 kilograms) men",silver,bulgaria
8065,mexico,1968,"wrestling - lightweight, freestyle (≤70 kilograms) men",bronze,mongolia
8066,mexico,1968,"wrestling - flyweight, freestyle (≤52 kilograms) men",gold,japan
8067,mexico,1968,"wrestling - flyweight, freestyle (≤52 kilograms) men",silver,usa
8068,mexico,1968,"wrestling - flyweight, freestyle (≤52 kilograms) men",bronze,mongolia
8069,mexico,1968,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",gold,hungary
8070,mexico,1968,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",silver,romania
8071,mexico,1968,"wrestling - bantamweight, greco-roman (≤57 kilograms) men",bronze,soviet union
8072,mexico,1968,"wrestling - featherweight, freestyle (≤63 kilograms) men",gold,japan
8073,mexico,1968,"wrestling - featherweight, freestyle (≤63 kilograms) men",silver,bulgaria
8074,mexico,1968,"wrestling - featherweight, freestyle (≤63 kilograms) men",bronze,iran
8075,mexico,1968,"wrestling - middleweight, greco-roman (≤87 kilograms) men",gold,german democratic republic (germany)
8076,mexico,1968,"wrestling - middleweight, greco-roman (≤87 kilograms) men",silver,soviet union
8077,mexico,1968,"wrestling - middleweight, greco-roman (≤87 kilograms) men",bronze,yugoslavia
8078,mexico,1968,"wrestling - flyweight, greco-roman (≤52 kilograms) men",gold,bulgaria
8079,mexico,1968,"wrestling - flyweight, greco-roman (≤52 kilograms) men",silver,soviet union
8080,mexico,1968,"wrestling - flyweight, greco-roman (≤52 kilograms) men",bronze,czechoslovakia
8081,mexico,1968,"wrestling - middleweight, freestyle (≤87 kilograms) men",gold,soviet union
8082,mexico,1968,"wrestling - middleweight, freestyle (≤87 kilograms) men",silver,mongolia
8083,mexico,1968,"wrestling - middleweight, freestyle (≤87 kilograms) men",bronze,bulgaria
8084,mexico,1968,"wrestling - heavyweight, greco-roman (>97 kilograms) men",gold,hungary
8085,mexico,1968,"wrestling - heavyweight, greco-roman (>97 kilograms) men",silver,soviet union
8086,mexico,1968,"wrestling - heavyweight, greco-roman (>97 kilograms) men",bronze,czechoslovakia
8087,mexico,1968,"wrestling - lightweight, greco-roman (≤70 kilograms) men",gold,japan
8088,mexico,1968,"wrestling - lightweight, greco-roman (≤70 kilograms) men",silver,yugoslavia
8089,mexico,1968,"wrestling - lightweight, greco-roman (≤70 kilograms) men",bronze,greece
8090,mexico,1968,weightlifting - 90kg heavyweight men,gold,soviet union
8091,mexico,1968,weightlifting - 90kg heavyweight men,silver,belgium
8092,mexico,1968,weightlifting - 90kg heavyweight men,bronze,usa
8093,mexico,1968,weightlifting - 67.5-75kg middleweight men,gold,soviet union
8094,mexico,1968,weightlifting - 67.5-75kg middleweight men,silver,japan
8095,mexico,1968,weightlifting - 67.5-75kg middleweight men,bronze,hungary
8096,mexico,1968,weightlifting - 75-82.5kg total lightheavyweight men,gold,soviet union
8097,mexico,1968,weightlifting - 75-82.5kg total lightheavyweight men,silver,soviet union
