,medal_type,participant_type,athlete_country,host_country,game_year
665,silver,Athlete,canada,japan,2020
666,silver,Athlete,united states of america,japan,2020
667,gold,Athlete,united states of america,japan,2020
668,bronze,Athlete,germany,japan,2020
669,gold,Athlete,tunisia,japan,2020
670,bronze,Athlete,united states of america,japan,2020
671,silver,Athlete,australia,japan,2020
672,gold,Athlete,hungary,japan,2020
673,bronze,Athlete,italy,japan,2020
674,silver,Athlete,japan,japan,2020
675,silver,Athlete,united states of america,japan,2020
676,bronze,Athlete,united states of america,japan,2020
677,gold,Athlete,japan,japan,2020
678,bronze,Athlete,roc,japan,2020
679,gold,Athlete,united states of america,japan,2020
680,silver,Athlete,australia,japan,2020
681,silver,Athlete,united states of america,japan,2020
682,bronze,Athlete,united states of america,japan,2020
683,gold,Athlete,south africa,japan,2020
684,silver,Athlete,canada,japan,2020
685,gold,Athlete,australia,japan,2020
686,bronze,Athlete,united states of america,japan,2020
687,gold,Athlete,united states of america,japan,2020
688,bronze,Athlete,brazil,japan,2020
689,silver,Athlete,france,japan,2020
690,silver,Athlete,great britain,japan,2020
691,gold,Athlete,great britain,japan,2020
692,bronze,Athlete,brazil,japan,2020
693,silver,Athlete,roc,japan,2020
694,gold,Athlete,roc,japan,2020
695,bronze,Athlete,united states of america,japan,2020
696,bronze,Athlete,italy,japan,2020
697,silver,Athlete,netherlands,japan,2020
698,gold,Athlete,great britain,japan,2020
699,silver,Athlete,"hong kong, china",japan,2020
700,gold,Athlete,australia,japan,2020
701,bronze,Athlete,australia,japan,2020
702,silver,Athlete,ukraine,japan,2020
703,bronze,Athlete,germany,japan,2020
704,gold,Athlete,united states of america,japan,2020
705,gold,Athlete,australia,japan,2020
706,bronze,Athlete,canada,japan,2020
707,silver,Athlete,"hong kong, china",japan,2020
708,gold,Athlete,united states of america,japan,2020
709,bronze,Athlete,ukraine,japan,2020
710,silver,Athlete,italy,japan,2020
711,silver,Athlete,hungary,japan,2020
712,gold,Athlete,united states of america,japan,2020
713,bronze,Athlete,switzerland,japan,2020
714,gold,Athlete,canada,japan,2020
715,bronze,Athlete,australia,japan,2020
716,silver,Athlete,people's republic of china,japan,2020
717,gold,Athlete,roc,japan,2020
718,silver,Athlete,united states of america,japan,2020
719,bronze,Athlete,great britain,japan,2020
720,silver,Athlete,united states of america,japan,2020
721,bronze,Athlete,people's republic of china,japan,2020
722,gold,Athlete,australia,japan,2020
723,gold,Athlete,people's republic of china,japan,2020
724,bronze,Athlete,switzerland,japan,2020
725,silver,Athlete,great britain,japan,2020
726,gold,Athlete,japan,japan,2020
727,silver,Athlete,united states of america,japan,2020
728,bronze,Athlete,united states of america,japan,2020
729,bronze,Athlete,spain,japan,2020
730,gold,Athlete,great britain,japan,2020
731,silver,Athlete,hungary,japan,2020
732,gold,Athlete,denmark,japan,2020
733,silver,Athlete,sweden,japan,2020
734,bronze,Athlete,netherlands,japan,2020
735,silver,Athlete,croatia,japan,2020
736,bronze,Athlete,norway,japan,2020
737,gold,Athlete,australia,japan,2020
738,gold,Athlete,netherlands,japan,2020
739,bronze,Athlete,people's republic of china,japan,2020
740,silver,Athlete,france,japan,2020
741,bronze,Athlete,great britain,japan,2020
742,silver,Athlete,france,japan,2020
743,gold,Athlete,people's republic of china,japan,2020
744,gold,Athlete,switzerland,japan,2020
745,bronze,Athlete,switzerland,japan,2020
746,silver,Athlete,switzerland,japan,2020
747,gold,Athlete,great britain,japan,2020
748,silver,Athlete,switzerland,japan,2020
749,bronze,Athlete,spain,japan,2020
750,silver,Athlete,roc,japan,2020
751,gold,Athlete,new zealand,japan,2020
752,bronze,Athlete,austria,japan,2020
753,gold,Athlete,greece,japan,2020
754,bronze,Athlete,croatia,japan,2020
755,silver,Athlete,norway,japan,2020
756,silver,Athlete,ukraine,japan,2020
757,bronze,Athlete,austria,japan,2020
758,gold,Athlete,bulgaria,japan,2020
759,bronze,Athlete,chinese taipei,japan,2020
760,silver,Athlete,azerbaijan,japan,2020
761,bronze,Athlete,ukraine,japan,2020
762,gold,Athlete,italy,japan,2020
763,bronze,Athlete,hungary,japan,2020
764,bronze,Athlete,egypt,japan,2020
765,silver,Athlete,people's republic of china,japan,2020
766,bronze,Athlete,turkey,japan,2020
767,gold,Athlete,serbia,japan,2020
768,gold,Athlete,egypt,japan,2020
769,bronze,Athlete,kazakhstan,japan,2020
770,bronze,Athlete,people's republic of china,japan,2020
771,silver,Athlete,azerbaijan,japan,2020
772,gold,Athlete,spain,japan,2020
773,bronze,Athlete,"hong kong, china",japan,2020
774,silver,Athlete,japan,japan,2020
775,bronze,Athlete,italy,japan,2020
776,silver,Athlete,spain,japan,2020
777,bronze,Athlete,united states of america,japan,2020
778,bronze,Athlete,turkey,japan,2020
779,gold,Athlete,japan,japan,2020
780,bronze,Athlete,japan,japan,2020
781,gold,Athlete,islamic republic of iran,japan,2020
782,silver,Athlete,saudi arabia,japan,2020
783,bronze,Athlete,turkey,japan,2020
784,silver,Athlete,turkey,japan,2020
785,bronze,Athlete,kazakhstan,japan,2020
786,bronze,Athlete,jordan,japan,2020
787,gold,Athlete,france,japan,2020
788,silver,Athlete,roc,japan,2020
789,bronze,Athlete,belarus,japan,2020
790,gold,Athlete,israel,japan,2020
791,gold,Athlete,colombia,brazil,2016
792,silver,Athlete,united states of america,brazil,2016
793,bronze,Athlete,venezuela,brazil,2016
794,gold,Athlete,united states of america,brazil,2016
795,silver,Athlete,netherlands,brazil,2016
796,bronze,Athlete,colombia,brazil,2016
797,gold,Athlete,great britain,brazil,2016
798,silver,Athlete,sweden,brazil,2016
799,bronze,Athlete,united states of america,brazil,2016
800,gold,Athlete,republic of korea,brazil,2016
801,silver,Athlete,new zealand,brazil,2016
802,bronze,Athlete,people's republic of china,brazil,2016
803,gold,Athlete,russian federation,brazil,2016
804,silver,Athlete,russian federation,brazil,2016
805,bronze,Athlete,ukraine,brazil,2016
806,gold,Athlete,hungary,brazil,2016
807,silver,Athlete,italy,brazil,2016
808,bronze,Athlete,people's republic of china,brazil,2016
809,gold,Athlete,italy,brazil,2016
810,silver,Athlete,united states of america,brazil,2016
811,bronze,Athlete,russian federation,brazil,2016
812,gold,Athlete,russian federation,brazil,2016
813,silver,Athlete,russian federation,brazil,2016
814,bronze,Athlete,ukraine,brazil,2016
815,gold,Athlete,russian federation,brazil,2016
816,silver,Athlete,italy,brazil,2016
817,bronze,Athlete,tunisia,brazil,2016
818,gold,Athlete,hungary,brazil,2016
819,silver,Athlete,united states of america,brazil,2016
820,bronze,Athlete,republic of korea,brazil,2016
821,gold,Athlete,republic of korea,brazil,2016
822,silver,Athlete,hungary,brazil,2016
823,bronze,Athlete,france,brazil,2016
824,gold,Athlete,australia,brazil,2016
825,silver,Athlete,france,brazil,2016
826,bronze,Athlete,poland,brazil,2016
827,gold,Athlete,russian federation,brazil,2016
828,silver,Athlete,ukraine,brazil,2016
829,bronze,Athlete,mexico,brazil,2016
830,gold,Athlete,great britain,brazil,2016
831,silver,Athlete,sweden,brazil,2016
832,bronze,Athlete,canada,brazil,2016
833,gold,Athlete,greece,brazil,2016
834,silver,Athlete,germany,brazil,2016
835,bronze,Athlete,switzerland,brazil,2016
836,gold,Athlete,germany,brazil,2016
837,silver,Athlete,france,brazil,2016
838,bronze,Athlete,people's republic of china,brazil,2016
839,gold,Athlete,republic of korea,brazil,2016
840,silver,Athlete,vietnam,brazil,2016
841,bronze,Athlete,democratic people's republic of korea,brazil,2016
842,gold,Athlete,italy,brazil,2016
843,silver,Athlete,russian federation,brazil,2016
844,bronze,Athlete,france,brazil,2016
845,gold,Athlete,independent olympic athletes,brazil,2016
846,silver,Athlete,italy,brazil,2016
847,bronze,Athlete,great britain,brazil,2016
848,gold,Athlete,people's republic of china,brazil,2016
849,silver,Athlete,russian federation,brazil,2016
850,bronze,Athlete,greece,brazil,2016
851,gold,Athlete,australia,brazil,2016
852,silver,Athlete,new zealand,brazil,2016
853,bronze,Athlete,united states of america,brazil,2016
854,gold,Athlete,united states of america,brazil,2016
855,silver,Athlete,people's republic of china,brazil,2016
856,bronze,Athlete,people's republic of china,brazil,2016
857,gold,Athlete,italy,brazil,2016
858,silver,Athlete,italy,brazil,2016
859,bronze,Athlete,united states of america,brazil,2016
860,gold,Athlete,italy,brazil,2016
861,silver,Athlete,sweden,brazil,2016
862,bronze,Athlete,independent olympic athletes,brazil,2016
863,gold,Athlete,vietnam,brazil,2016
864,silver,Athlete,brazil,brazil,2016
865,bronze,Athlete,people's republic of china,brazil,2016
866,gold,Athlete,italy,brazil,2016
867,silver,Athlete,ukraine,brazil,2016
868,bronze,Athlete,russian federation,brazil,2016
869,gold,Athlete,croatia,brazil,2016
870,silver,Athlete,italy,brazil,2016
871,bronze,Athlete,great britain,brazil,2016
872,gold,Athlete,germany,brazil,2016
873,silver,Athlete,republic of korea,brazil,2016
874,bronze,Athlete,russian federation,brazil,2016
875,gold,Athlete,germany,brazil,2016
876,silver,Athlete,people's republic of china,brazil,2016
877,bronze,Athlete,people's republic of china,brazil,2016
878,gold,Athlete,germany,brazil,2016
879,silver,Athlete,great britain,brazil,2016
880,bronze,Athlete,great britain,brazil,2016
881,gold,Athlete,italy,brazil,2016
882,silver,Athlete,great britain,brazil,2016
883,bronze,Athlete,denmark,brazil,2016
884,gold,Athlete,netherlands,brazil,2016
885,silver,Athlete,great britain,brazil,2016
886,bronze,Athlete,australia,brazil,2016
887,gold,Athlete,great britain,brazil,2016
888,silver,Athlete,united states of america,brazil,2016
889,bronze,Athlete,belgium,brazil,2016
890,gold,Athlete,great britain,brazil,2016
891,silver,Athlete,netherlands,brazil,2016
892,bronze,Athlete,malaysia,brazil,2016
893,gold,Athlete,great britain,brazil,2016
894,silver,Athlete,great britain,brazil,2016
895,bronze,Athlete,russian federation,brazil,2016
896,gold,Athlete,tajikistan,brazil,2016
897,silver,Athlete,belarus,brazil,2016
898,bronze,Athlete,poland,brazil,2016
899,gold,Athlete,kenya,brazil,2016
900,silver,Athlete,ethiopia,brazil,2016
901,bronze,Athlete,united states of america,brazil,2016
902,gold,Athlete,canada,brazil,2016
903,silver,Athlete,qatar,brazil,2016
904,bronze,Athlete,ukraine,brazil,2016
905,gold,Athlete,kenya,brazil,2016
906,silver,Athlete,algeria,brazil,2016
907,bronze,Athlete,united states of america,brazil,2016
908,gold,Athlete,poland,brazil,2016
909,silver,Athlete,people's republic of china,brazil,2016
910,bronze,Athlete,great britain,brazil,2016
911,gold,Athlete,jamaica,brazil,2016
912,silver,Athlete,united states of america,brazil,2016
913,bronze,Athlete,canada,brazil,2016
914,gold,Athlete,slovakia,brazil,2016
915,silver,Athlete,australia,brazil,2016
916,bronze,Athlete,japan,brazil,2016
917,gold,Athlete,brazil,brazil,2016
918,silver,Athlete,france,brazil,2016
919,bronze,Athlete,united states of america,brazil,2016
920,gold,Athlete,bahrain,brazil,2016
921,silver,Athlete,kenya,brazil,2016
922,bronze,Athlete,united states of america,brazil,2016
923,gold,Athlete,kenya,brazil,2016
924,silver,Athlete,bahrain,brazil,2016
925,bronze,Athlete,ethiopia,brazil,2016
926,gold,Athlete,united states of america,brazil,2016
927,silver,Athlete,france,brazil,2016
928,bronze,Athlete,canada,brazil,2016
929,gold,Athlete,united states of america,brazil,2016
930,silver,Athlete,united states of america,brazil,2016
931,bronze,Athlete,united states of america,brazil,2016
932,gold,Athlete,united states of america,brazil,2016
933,silver,Athlete,algeria,brazil,2016
934,bronze,Athlete,new zealand,brazil,2016
935,gold,Athlete,germany,brazil,2016
936,silver,Athlete,poland,brazil,2016
937,bronze,Athlete,germany,brazil,2016
938,gold,Athlete,greece,brazil,2016
939,silver,Athlete,united states of america,brazil,2016
940,bronze,Athlete,new zealand,brazil,2016
941,gold,Athlete,ethiopia,brazil,2016
942,silver,Athlete,kenya,brazil,2016
943,bronze,Athlete,ethiopia,brazil,2016
944,gold,Athlete,united states of america,brazil,2016
945,silver,Athlete,new zealand,brazil,2016
946,bronze,Athlete,hungary,brazil,2016
947,gold,Athlete,jamaica,brazil,2016
948,silver,Athlete,canada,brazil,2016
949,bronze,Athlete,france,brazil,2016
950,gold,Athlete,united states of america,brazil,2016
951,silver,Athlete,united states of america,brazil,2016
952,bronze,Athlete,new zealand,brazil,2016
953,gold,Athlete,belgium,brazil,2016
954,silver,Athlete,great britain,brazil,2016
955,bronze,Athlete,canada,brazil,2016
956,gold,Athlete,kenya,brazil,2016
957,silver,Athlete,kenya,brazil,2016
958,bronze,Athlete,ethiopia,brazil,2016
959,gold,Athlete,germany,brazil,2016
960,silver,Athlete,kenya,brazil,2016
961,bronze,Athlete,trinidad and tobago,brazil,2016
962,gold,Athlete,colombia,brazil,2016
963,silver,Athlete,venezuela,brazil,2016
964,bronze,Athlete,kazakhstan,brazil,2016
965,gold,Athlete,kenya,brazil,2016
966,silver,Athlete,ethiopia,brazil,2016
967,bronze,Athlete,united states of america,brazil,2016
968,gold,Athlete,united states of america,brazil,2016
969,silver,Athlete,kenya,brazil,2016
970,bronze,Athlete,turkey,brazil,2016
971,gold,Athlete,united states of america,brazil,2016
972,silver,Athlete,united states of america,brazil,2016
973,bronze,Athlete,serbia,brazil,2016
974,gold,Athlete,united states of america,brazil,2016
975,silver,Athlete,united states of america,brazil,2016
976,bronze,Athlete,people's republic of china,brazil,2016
977,gold,Athlete,south africa,brazil,2016
978,silver,Athlete,grenada,brazil,2016
979,bronze,Athlete,united states of america,brazil,2016
980,gold,Athlete,croatia,brazil,2016
981,silver,Athlete,france,brazil,2016
982,bronze,Athlete,cuba,brazil,2016
983,gold,Athlete,jamaica,brazil,2016
984,silver,Athlete,united states of america,brazil,2016
985,bronze,Athlete,jamaica,brazil,2016
986,gold,Athlete,spain,brazil,2016
987,silver,Athlete,bulgaria,brazil,2016
988,bronze,Athlete,croatia,brazil,2016
989,gold,Athlete,people's republic of china,brazil,2016
990,silver,Athlete,people's republic of china,brazil,2016
991,bronze,Athlete,australia,brazil,2016
992,gold,Athlete,jamaica,brazil,2016
993,silver,Athlete,spain,brazil,2016
994,bronze,Athlete,france,brazil,2016
995,gold,Athlete,croatia,brazil,2016
996,silver,Athlete,south africa,brazil,2016
997,bronze,Athlete,czech republic,brazil,2016
998,gold,Athlete,united states of america,brazil,2016
999,silver,Athlete,denmark,brazil,2016
1000,bronze,Athlete,united states of america,brazil,2016
1001,gold,Athlete,kenya,brazil,2016
1002,silver,Athlete,united states of america,brazil,2016
1003,bronze,Athlete,france,brazil,2016
1004,gold,Athlete,united states of america,brazil,2016
1005,silver,Athlete,south africa,brazil,2016
1006,bronze,Athlete,great britain,brazil,2016
1007,gold,Athlete,jamaica,brazil,2016
1008,silver,Athlete,netherlands,brazil,2016
1009,bronze,Athlete,united states of america,brazil,2016
1010,gold,Athlete,people's republic of china,brazil,2016
1011,silver,Athlete,mexico,brazil,2016
1012,bronze,Athlete,people's republic of china,brazil,2016
1013,gold,Athlete,great britain,brazil,2016
1014,silver,Athlete,united states of america,brazil,2016
1015,bronze,Athlete,ethiopia,brazil,2016
1016,gold,Athlete,south africa,brazil,2016
1017,silver,Athlete,burundi,brazil,2016
1018,bronze,Athlete,kenya,brazil,2016
1019,gold,Athlete,great britain,brazil,2016
1020,silver,Athlete,kenya,brazil,2016
1021,bronze,Athlete,ethiopia,brazil,2016
1022,gold,Athlete,bahamas,brazil,2016
1023,silver,Athlete,united states of america,brazil,2016
1024,bronze,Athlete,jamaica,brazil,2016
1025,gold,Athlete,democratic people's republic of korea,brazil,2016
1026,silver,Athlete,belarus,brazil,2016
1027,bronze,Athlete,spain,brazil,2016
1028,gold,Athlete,people's republic of china,brazil,2016
1029,silver,Athlete,democratic people's republic of korea,brazil,2016
1030,bronze,Athlete,kazakhstan,brazil,2016
1031,gold,Athlete,uzbekistan,brazil,2016
1032,silver,Athlete,armenia,brazil,2016
1033,bronze,Athlete,kazakhstan,brazil,2016
1034,gold,Athlete,people's republic of china,brazil,2016
1035,silver,Athlete,democratic people's republic of korea,brazil,2016
1036,bronze,Athlete,thailand,brazil,2016
1037,gold,Athlete,chinese taipei,brazil,2016
1038,silver,Athlete,philippines,brazil,2016
1039,bronze,Athlete,republic of korea,brazil,2016
1040,gold,Athlete,islamic republic of iran,brazil,2016
1041,silver,Athlete,people's republic of china,brazil,2016
